altitude temperature precipitation sunshine
2.0 8.4 791.0 1564.3
2.0 8.4 791.0 1540.0
2.0 8.4 836.6 1241.5
2.0 8.4 836.6 1564.3
2.0 8.4 836.6 1540.0
2.0 8.5 809.2 1241.5
2.0 8.5 809.2 1564.3
2.0 8.5 809.2 1540.0
2.0 8.5 791.0 1241.5
2.0 8.5 791.0 1564.3
2.0 8.5 791.0 1540.0
2.0 8.5 836.6 1241.5
2.0 8.5 836.6 1564.3
2.0 8.5 836.6 1540.0
2.0 8.2 809.2 1241.5
2.0 8.2 809.2 1564.3
2.0 8.2 809.2 1540.0
2.0 8.2 791.0 1241.5
2.0 8.2 791.0 1564.3
2.0 8.2 791.0 1540.0
2.0 8.2 836.6 1241.5
2.0 8.2 836.6 1564.3
2.0 8.2 836.6 1540.0
797.0 6.6 1680.7 1721.4
928.0 5.9 1190.4 1615.4
523.0 6.7 701.1 1521.5
394.0 9.1 1009.6 1691.0
8.0 8.7 756.3 1247.5
255.0 8.0 664.7 1368.0
47.0 8.5 562.8 1517.1
719.0 6.5 1363.5 1668.2
118.0 9.9 548.1 1587.0
35.0 8.6 523.4 1618.7
311.0 7.8 591.5 1601.9
311.0 7.8 591.5 1692.2
311.0 7.8 663.6 1601.9
311.0 7.8 663.6 1692.2
311.0 9.5 591.5 1601.9
311.0 9.5 591.5 1692.2
311.0 9.5 663.6 1601.9
311.0 9.5 663.6 1692.2
90.0 10.0 666.6 1534.1
186.0 9.1 652.6 1504.2
186.0 9.1 652.6 1422.6
186.0 9.1 652.6 1312.0
186.0 9.1 755.9 1504.2
186.0 9.1 755.9 1422.6
186.0 9.1 755.9 1312.0
186.0 9.1 858.7 1504.2
186.0 9.1 858.7 1422.6
186.0 9.1 858.7 1312.0
186.0 8.9 652.6 1504.2
186.0 8.9 652.6 1422.6
186.0 8.9 652.6 1312.0
186.0 8.9 755.9 1504.2
186.0 8.9 755.9 1422.6
186.0 8.9 755.9 1312.0
186.0 8.9 858.7 1504.2
186.0 8.9 858.7 1422.6
186.0 8.9 858.7 1312.0
186.0 8.5 652.6 1504.2
186.0 8.5 652.6 1422.6
186.0 8.5 652.6 1312.0
186.0 8.5 755.9 1504.2
186.0 8.5 755.9 1422.6
186.0 8.5 755.9 1312.0
186.0 8.5 858.7 1504.2
186.0 8.5 858.7 1422.6
186.0 8.5 858.7 1312.0
238.0 8.2 656.7 1649.1
173.0 8.7 644.9 1421.8
27.0 8.3 703.0 1595.8
27.0 8.3 703.0 1626.5
27.0 8.3 754.2 1595.8
27.0 8.3 754.2 1626.5
27.0 8.5 703.0 1595.8
27.0 8.5 703.0 1626.5
27.0 8.5 754.2 1595.8
27.0 8.5 754.2 1626.5
6.0 8.1 565.0 1739.0
1436.0 2.7 1443.6 1676.8
55.0 7.9 482.7 1704.0
300.0 7.4 1052.5 1291.4
300.0 7.4 1052.5 1337.4
300.0 7.4 915.5 1291.4
300.0 7.4 915.5 1337.4
300.0 7.5 1052.5 1291.4
300.0 7.5 1052.5 1337.4
300.0 7.5 915.5 1291.4
300.0 7.5 915.5 1337.4
567.0 6.1 1280.7 1328.9
567.0 6.1 1280.7 1541.8
567.0 6.1 742.0 1328.9
567.0 6.1 742.0 1541.8
567.0 6.4 1280.7 1328.9
567.0 6.4 1280.7 1541.8
567.0 6.4 742.0 1328.9
567.0 6.4 742.0 1541.8
93.0 9.1 450.8 1403.7
11.0 8.6 770.3 1557.0
11.0 8.6 770.3 1495.6
11.0 8.6 770.3 1628.0
11.0 8.6 611.8 1557.0
11.0 8.6 611.8 1495.6
11.0 8.6 611.8 1628.0
11.0 8.6 769.3 1557.0
11.0 8.6 769.3 1495.6
11.0 8.6 769.3 1628.0
11.0 8.9 770.3 1557.0
11.0 8.9 770.3 1495.6
11.0 8.9 770.3 1628.0
11.0 8.9 611.8 1557.0
11.0 8.9 611.8 1495.6
11.0 8.9 611.8 1628.0
11.0 8.9 769.3 1557.0
11.0 8.9 769.3 1495.6
11.0 8.9 769.3 1628.0
11.0 9.0 770.3 1557.0
11.0 9.0 770.3 1495.6
11.0 9.0 770.3 1628.0
11.0 9.0 611.8 1557.0
11.0 9.0 611.8 1495.6
11.0 9.0 611.8 1628.0
11.0 9.0 769.3 1557.0
11.0 9.0 769.3 1495.6
11.0 9.0 769.3 1628.0
22.0 9.4 783.6 1486.8
22.0 9.4 783.6 1460.2
22.0 9.4 783.6 1355.7
22.0 9.4 798.9 1486.8
22.0 9.4 798.9 1460.2
22.0 9.4 798.9 1355.7
22.0 9.4 815.0 1486.8
22.0 9.4 815.0 1460.2
22.0 9.4 815.0 1355.7
22.0 9.4 783.6 1486.8
22.0 9.4 783.6 1460.2
22.0 9.4 783.6 1355.7
22.0 9.4 798.9 1486.8
22.0 9.4 798.9 1460.2
22.0 9.4 798.9 1355.7
22.0 9.4 815.0 1486.8
22.0 9.4 815.0 1460.2
22.0 9.4 815.0 1355.7
22.0 9.0 783.6 1486.8
22.0 9.0 783.6 1460.2
22.0 9.0 783.6 1355.7
22.0 9.0 798.9 1486.8
22.0 9.0 798.9 1460.2
22.0 9.0 798.9 1355.7
22.0 9.0 815.0 1486.8
22.0 9.0 815.0 1460.2
22.0 9.0 815.0 1355.7
59.0 8.9 655.6 1501.4
59.0 8.9 655.6 1595.6
59.0 8.9 620.3 1501.4
59.0 8.9 620.3 1595.6
59.0 8.4 655.6 1501.4
59.0 8.4 655.6 1595.6
59.0 8.4 620.3 1501.4
59.0 8.4 620.3 1595.6
269.0 8.5 811.1 1358.8
404.0 6.8 552.6 1510.3
111.0 10.6 726.7 1550.9
111.0 10.6 726.7 1370.0
111.0 10.6 661.6 1550.9
111.0 10.6 661.6 1370.0
111.0 9.8 726.7 1550.9
111.0 9.8 726.7 1370.0
111.0 9.8 661.6 1550.9
111.0 9.8 661.6 1370.0
496.0 7.7 860.9 1394.7
140.0 8.9 608.0 1372.6
140.0 8.9 608.0 1463.1
140.0 8.9 713.3 1372.6
140.0 8.9 713.3 1463.1
140.0 9.1 608.0 1372.6
140.0 9.1 608.0 1463.1
140.0 9.1 713.3 1372.6
140.0 9.1 713.3 1463.1
350.0 8.5 1422.0 1313.3
350.0 8.5 1422.0 1621.2
350.0 8.5 783.5 1313.3
350.0 8.5 783.5 1621.2
350.0 8.3 1422.0 1313.3
350.0 8.3 1422.0 1621.2
350.0 8.3 783.5 1313.3
350.0 8.3 783.5 1621.2
530.0 6.9 983.2 1428.9
272.0 8.7 718.1 1385.4
1053.0 5.9 1730.9 1603.7
883.0 5.6 1405.8 1601.7
1008.0 6.1 1434.0 1765.3
977.0 6.5 1209.8 1820.3
17.0 8.0 815.7 1573.8
17.0 8.0 815.7 1610.6
17.0 8.0 545.2 1573.8
17.0 8.0 545.2 1610.6
17.0 8.6 815.7 1573.8
17.0 8.6 815.7 1610.6
17.0 8.6 545.2 1573.8
17.0 8.6 545.2 1610.6
128.0 8.9 795.1 1273.2
440.0 6.9 1028.1 1335.1
440.0 6.9 1028.1 1666.0
440.0 6.9 981.5 1335.1
440.0 6.9 981.5 1666.0
440.0 8.7 1028.1 1335.1
440.0 8.7 1028.1 1666.0
440.0 8.7 981.5 1335.1
440.0 8.7 981.5 1666.0
1125.0 4.8 1930.8 1583.8
438.0 7.6 872.0 1734.6
438.0 7.6 872.0 1574.4
438.0 7.6 684.5 1734.6
438.0 7.6 684.5 1574.4
438.0 7.4 872.0 1734.6
438.0 7.4 872.0 1574.4
438.0 7.4 684.5 1734.6
438.0 7.4 684.5 1574.4
3.0 8.2 864.0 1499.0
3.0 8.2 864.0 1740.7
3.0 8.2 571.2 1499.0
3.0 8.2 571.2 1740.7
3.0 8.3 864.0 1499.0
3.0 8.3 864.0 1740.7
3.0 8.3 571.2 1499.0
3.0 8.3 571.2 1740.7
712.0 6.8 1599.8 1667.4
155.0 9.3 584.7 1427.2
155.0 9.3 584.7 1592.3
155.0 9.3 584.7 1323.7
155.0 9.3 661.1 1427.2
155.0 9.3 661.1 1592.3
155.0 9.3 661.1 1323.7
155.0 9.3 867.6 1427.2
155.0 9.3 867.6 1592.3
155.0 9.3 867.6 1323.7
155.0 9.2 584.7 1427.2
155.0 9.2 584.7 1592.3
155.0 9.2 584.7 1323.7
155.0 9.2 661.1 1427.2
155.0 9.2 661.1 1592.3
155.0 9.2 661.1 1323.7
155.0 9.2 867.6 1427.2
155.0 9.2 867.6 1592.3
155.0 9.2 867.6 1323.7
155.0 8.6 584.7 1427.2
155.0 8.6 584.7 1592.3
155.0 8.6 584.7 1323.7
155.0 8.6 661.1 1427.2
155.0 8.6 661.1 1592.3
155.0 8.6 661.1 1323.7
155.0 8.6 867.6 1427.2
155.0 8.6 867.6 1592.3
155.0 8.6 867.6 1323.7
91.0 9.6 675.7 1464.7
75.0 8.7 534.8 1672.8
839.0 4.9 1475.9 1353.5
505.0 7.3 860.1 1527.8
487.0 6.7 807.9 1520.4
374.0 7.8 715.1 1505.8
231.0 8.5 698.4 1448.3
585.0 7.4 971.9 1583.3
282.0 8.6 729.0 1452.0
805.0 5.6 1005.1 1461.3
973.0 6.2 899.4 1857.5
92.0 9.6 803.0 1504.2
92.0 9.6 803.0 1446.3
92.0 9.6 796.4 1504.2
92.0 9.6 796.4 1446.3
92.0 9.3 803.0 1504.2
92.0 9.3 803.0 1446.3
92.0 9.3 796.4 1504.2
92.0 9.3 796.4 1446.3
754.0 6.6 1040.2 1628.6
417.0 7.8 684.6 1620.0
850.0 6.9 1401.2 1683.9
443.0 9.2 849.0 1640.2
776.0 6.5 1887.7 1362.8
102.0 9.5 517.2 1512.3
520.0 7.7 950.2 1562.0
436.0 8.1 844.7 1703.5
747.0 6.7 961.5 1627.6
747.0 6.7 961.5 1549.5
747.0 6.7 1635.4 1627.6
747.0 6.7 1635.4 1549.5
747.0 6.8 961.5 1627.6
747.0 6.8 961.5 1549.5
747.0 6.8 1635.4 1627.6
747.0 6.8 1635.4 1549.5
119.0 8.9 470.4 1346.3
344.5 8.1 745.9 1574.8
365.0 7.8 692.5 1659.9
365.0 7.8 692.5 1645.6
365.0 7.8 692.5 1382.3
365.0 7.8 860.7 1659.9
365.0 7.8 860.7 1645.6
365.0 7.8 860.7 1382.3
365.0 7.8 742.7 1659.9
365.0 7.8 742.7 1645.6
365.0 7.8 742.7 1382.3
365.0 8.6 692.5 1659.9
365.0 8.6 692.5 1645.6
365.0 8.6 692.5 1382.3
365.0 8.6 860.7 1659.9
365.0 8.6 860.7 1645.6
365.0 8.6 860.7 1382.3
365.0 8.6 742.7 1659.9
365.0 8.6 742.7 1645.6
365.0 8.6 742.7 1382.3
365.0 7.4 692.5 1659.9
365.0 7.4 692.5 1645.6
365.0 7.4 692.5 1382.3
365.0 7.4 860.7 1659.9
365.0 7.4 860.7 1645.6
365.0 7.4 860.7 1382.3
365.0 7.4 742.7 1659.9
365.0 7.4 742.7 1645.6
365.0 7.4 742.7 1382.3
356.0 7.5 662.6 1528.9
138.0 9.1 584.6 1465.8
141.0 8.8 512.0 1502.4
758.0 7.2 1024.3 1700.4
818.0 6.1 1306.4 1612.7
44.0 10.8 774.4 1426.8
284.0 8.9 843.3 1375.8
185.0 9.3 682.1 1428.1
98.0 8.6 563.0 1664.8
341.0 9.4 1090.0 1590.9
157.0 8.9 913.6 1445.8
26.0 8.4 745.3 1714.0
26.0 8.4 745.3 1492.1
26.0 8.4 745.3 1384.0
26.0 8.4 874.5 1714.0
26.0 8.4 874.5 1492.1
26.0 8.4 874.5 1384.0
26.0 8.4 703.6 1714.0
26.0 8.4 703.6 1492.1
26.0 8.4 703.6 1384.0
26.0 8.4 745.3 1714.0
26.0 8.4 745.3 1492.1
26.0 8.4 745.3 1384.0
26.0 8.4 874.5 1714.0
26.0 8.4 874.5 1492.1
26.0 8.4 874.5 1384.0
26.0 8.4 703.6 1714.0
26.0 8.4 703.6 1492.1
26.0 8.4 703.6 1384.0
26.0 9.0 745.3 1714.0
26.0 9.0 745.3 1492.1
26.0 9.0 745.3 1384.0
26.0 9.0 874.5 1714.0
26.0 9.0 874.5 1492.1
26.0 9.0 874.5 1384.0
26.0 9.0 703.6 1714.0
26.0 9.0 703.6 1492.1
26.0 9.0 703.6 1384.0
161.0 8.6 795.9 1448.2
444.0 7.9 1213.5 1497.1
444.0 7.9 1213.5 1588.8
444.0 7.9 1213.5 1432.8
444.0 7.9 1091.2 1497.1
444.0 7.9 1091.2 1588.8
444.0 7.9 1091.2 1432.8
444.0 7.9 908.9 1497.1
444.0 7.9 908.9 1588.8
444.0 7.9 908.9 1432.8
444.0 8.3 1213.5 1497.1
444.0 8.3 1213.5 1588.8
444.0 8.3 1213.5 1432.8
444.0 8.3 1091.2 1497.1
444.0 8.3 1091.2 1588.8
444.0 8.3 1091.2 1432.8
444.0 8.3 908.9 1497.1
444.0 8.3 908.9 1588.8
444.0 8.3 908.9 1432.8
444.0 7.7 1213.5 1497.1
444.0 7.7 1213.5 1588.8
444.0 7.7 1213.5 1432.8
444.0 7.7 1091.2 1497.1
444.0 7.7 1091.2 1588.8
444.0 7.7 1091.2 1432.8
444.0 7.7 908.9 1497.1
444.0 7.7 908.9 1588.8
444.0 7.7 908.9 1432.8
76.0 8.7 494.0 1608.5
419.0 7.8 907.9 1473.0
96.0 10.2 667.6 1673.2
547.0 6.8 1168.7 1466.3
313.0 7.7 972.8 1555.2
621.0 7.5 1101.4 1530.7
405.0 8.0 897.2 1639.7
273.0 9.7 1006.1 1563.9
63.0 8.3 531.0 1636.7
515.0 8.1 958.9 1707.1
515.0 8.1 958.9 1681.2
515.0 8.1 974.4 1707.1
515.0 8.1 974.4 1681.2
515.0 9.1 958.9 1707.1
515.0 9.1 958.9 1681.2
515.0 9.1 974.4 1707.1
515.0 9.1 974.4 1681.2
528.0 7.8 966.9 1709.1
81.0 7.9 536.1 1647.9
81.0 7.9 536.1 1692.2
81.0 7.9 589.8 1647.9
81.0 7.9 589.8 1692.2
81.0 8.7 536.1 1647.9
81.0 8.7 536.1 1692.2
81.0 8.7 589.8 1647.9
81.0 8.7 589.8 1692.2
38.0 8.5 510.9 1583.3
64.0 8.0 584.2 1669.6
425.0 8.0 648.3 1336.4
627.0 6.7 871.6 1540.9
314.0 8.8 644.2 1697.8
280.0 8.8 809.3 1459.9
490.0 7.7 1298.6 1493.8
490.0 7.7 1298.6 1697.1
490.0 7.7 904.9 1493.8
490.0 7.7 904.9 1697.1
490.0 8.7 1298.6 1493.8
490.0 8.7 1298.6 1697.1
490.0 8.7 904.9 1493.8
490.0 8.7 904.9 1697.1
806.0 6.1 1831.3 1596.2
276.0 9.1 841.3 1701.6
110.0 10.3 677.1 1634.0
95.0 9.1 856.0 1433.4
409.0 8.0 936.6 1682.5
435.0 7.6 682.7 1365.3
246.0 9.1 780.4 1689.4
386.0 7.5 581.1 1424.4
24.0 8.4 654.3 1571.1
1640.0 3.4 1971.6 1673.0
109.0 9.6 874.2 1459.4
366.0 8.2 641.8 1646.0
470.0 8.0 1665.5 1489.5
470.0 8.0 1665.5 1679.5
470.0 8.0 787.7 1489.5
470.0 8.0 787.7 1679.5
470.0 7.5 1665.5 1489.5
470.0 7.5 1665.5 1679.5
470.0 7.5 787.7 1489.5
470.0 7.5 787.7 1679.5
690.0 6.2 1715.4 1720.9
131.0 9.7 921.1 1536.2
287.0 10.0 1005.2 1716.0
116.0 9.8 883.3 1568.7
87.0 9.0 839.6 1462.1
87.0 9.0 839.6 1578.9
87.0 9.0 471.3 1462.1
87.0 9.0 471.3 1578.9
87.0 8.9 839.6 1462.1
87.0 8.9 839.6 1578.9
87.0 8.9 471.3 1462.1
87.0 8.9 471.3 1578.9
588.0 7.3 865.6 1682.0
320.0 8.9 862.9 1660.8
193.0 10.4 820.7 1393.8
333.0 7.2 944.6 1449.0
135.0 9.2 798.3 1450.9
795.0 6.2 1702.1 1524.0
609.0 5.3 1275.3 1377.2
43.0 8.0 925.7 1598.3
170.0 9.2 565.5 1493.3
993.0 5.6 1503.2 1724.8
937.0 4.4 1288.3 1351.5
635.0 7.4 1088.4 1492.4
616.0 7.2 1463.2 1375.0
265.0 8.2 954.0 1313.4
265.0 8.2 954.0 1572.6
265.0 8.2 784.3 1313.4
265.0 8.2 784.3 1572.6
265.0 9.1 954.0 1313.4
265.0 9.1 954.0 1572.6
265.0 9.1 784.3 1313.4
265.0 9.1 784.3 1572.6
504.0 6.2 1189.9 1485.4
792.0 6.8 1364.5 1600.9
611.0 6.2 831.3 1354.0
360.0 8.0 944.2 1575.0
147.0 8.8 687.9 1306.0
734.0 6.8 1068.5 1765.6
286.0 10.1 691.0 1691.7
401.0 8.7 679.0 1684.7
837.0 7.4 1570.4 1493.6
61.0 8.8 539.7 1515.0
870.0 5.7 1246.5 1656.6
846.0 5.6 1328.7 1435.2
781.0 6.2 1936.4 1420.0
640.0 7.2 1468.5 1693.3
700.0 7.1 1557.1 1303.0
50.0 8.5 622.4 1486.6
571.0 7.9 748.3 1698.9
471.0 8.0 938.8 1611.5
291.0 8.2 766.1 1561.2
291.0 8.2 766.1 1422.0
291.0 8.2 1286.9 1561.2
291.0 8.2 1286.9 1422.0
291.0 9.4 766.1 1561.2
291.0 9.4 766.1 1422.0
291.0 9.4 1286.9 1561.2
291.0 9.4 1286.9 1422.0
240.0 8.2 509.7 1600.8
51.0 8.8 803.5 1373.0
223.0 10.1 686.6 1739.3
176.0 8.4 823.9 1262.0
380.0 8.1 784.8 1512.6
940.0 5.6 1308.6 1508.9
70.0 8.1 574.4 1607.9
921.0 4.8 1083.8 1552.2
553.0 7.8 585.4 1602.8
219.0 9.6 757.7 1638.7
422.0 8.1 665.0 1679.5
1832.0 2.1 1713.8 1675.6
142.0 9.8 636.3 1485.5
740.0 7.2 1385.3 1701.8
580.0 6.4 1225.7 1365.8
681.0 5.9 1360.2 1341.3
105.0 8.7 563.4 1630.3
464.0 7.5 800.5 1611.5
268.0 9.1 602.2 1565.4
877.0 4.3 976.7 1411.4
2960.0 -4.8 2003.1 1846.3
615.0 6.2 1026.6 1623.4
